N°,periodo,Destination,Anguilla,Antigua and Barbuda,Aruba,Bahamas,Barbados,"Bonaire, Sint Eustatius and Saba",British Virgin Islands,Cayman Islands,Cuba,Curaçao,Dominica,Dominican Republic,Grenada,Guadeloupe,Haiti,Jamaica,Martinique,Montserrat,Puerto Rico,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sint Maarten (Dutch part),Trinidad and Tobago,Turks and Caicos Islands,United States Virgin Islands,Belize,Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Argentina,Bolivia (Plurinational State of),Brazil,Chile,Colombia,Ecuador,Falkland Islands (Malvinas),French Guiana,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of),Bermuda,Canada,Greenland,Saint Pierre and Miquelon,United States of America
192,2010,Dominica,16.0,379.0,40.0,10.0,143.0,,73.0,,10.0,,,,,33.0,1196.0,111.0,123.0,139.0,14.0,54.0,241.0,107.0,,262.0,,,,,,,,,,,,,,,,,,20.0,163.0,,,16.0,,26.0,,158.0,,,534.0
193,2010,Dominican Republic,32.0,170.0,152.0,37.0,,,71.0,,3639.0,,14.0,,,53.0,311969.0,126.0,31.0,,5763.0,130.0,,,,22.0,33.0,78.0,,291.0,253.0,406.0,402.0,1419.0,277.0,717.0,1015.0,162.0,611.0,600.0,3416.0,551.0,,,22.0,24.0,1353.0,26.0,173.0,5132.0,15.0,1152.0,,61.0,24457.0
194,2010,Grenada,,38.0,,30.0,176.0,,14.0,,,,74.0,,,,,114.0,,10.0,,15.0,162.0,373.0,,2170.0,,696.0,,,,,,,,,,,,,,,,,337.0,,,,,337.0,,225.0,,,
195,2010,Guadeloupe,,,,,,,,,,,4215.0,913.0,,,14731.0,,9104.0,,,,398.0,,,,,,,,,,,,,,,,61.0,,,,,1148.0,181.0,,,36.0,,,,478.0,,,478.0
196,2010,Haiti,,,,,,,,,2213.0,,,4426.0,,,,,,,2843.0,,,,,,,,,504.0,,,,563.0,,,856.0,,,613.0,1523.0,,,,,,646.0,,527.0,4616.0,,1156.0,,,2956.0
197,2010,Jamaica,,156.0,,677.0,545.0,,,,1830.0,,140.0,,210.0,,,,,,,98.0,335.0,229.0,,2349.0,,,7.0,101.0,135.0,309.0,164.0,,126.0,76.0,,,,,,,,,,,,,,,,1342.0,,,6329.0
198,2010,Martinique,,,,,,,,,,,408.0,134.0,,5270.0,1707.0,,,,,,1960.0,,,,,,,,,,,,,,,,74.0,,,,,1744.0,,,,,,,,,,,
199,2010,Montserrat,,110.0,,,,,,,,,265.0,23.0,,,,,,,,113.0,,28.0,,42.0,,,,,,,,,,,,,,,,,,,230.0,,,,,,,35.0,,,115.0
200,2010,Puerto Rico,,,,,,,,,12882.0,,1215.0,63981.0,,,235.0,44.0,,,,,,,,176.0,,443.0,,551.0,1327.0,511.0,174.0,3142.0,239.0,617.0,1369.0,58.0,97.0,1052.0,4589.0,999.0,,,52.0,,603.0,,,2147.0,,121.0,,,185814.0
201,2010,Saint Kitts and Nevis,,393.0,,21.0,94.0,,237.0,,,,195.0,,56.0,,,138.0,,418.0,,,102.0,166.0,,259.0,,596.0,,,,,,,,,,,,,,,,,756.0,,,,,,,,,,
202,2010,Saint Lucia,35.0,112.0,17.0,13.0,736.0,,4.0,4.0,23.0,,217.0,46.0,151.0,42.0,,177.0,450.0,30.0,16.0,42.0,,412.0,,738.0,,19.0,1.0,,,4.0,,9.0,,27.0,,,12.0,,,,,288.0,1867.0,,,40.0,,60.0,6.0,243.0,,,627.0
203,2010,Saint Vincent and the Grenadines,,57.0,,,340.0,195.0,,,,148.0,83.0,,424.0,,,123.0,,,,39.0,233.0,,104.0,943.0,,,,,,,,,,,,,,,,,,,238.0,,,,,,,163.0,,,331.0
204,2010,Sint Maarten (Dutch part),367.0,513.0,1234.0,,70.0,158.0,868.0,,795.0,1368.0,1435.0,3403.0,,1968.0,2635.0,2269.0,72.0,,25.0,1001.0,467.0,67.0,,200.0,,67.0,,,,,,,,,,,,,200.0,,,,1735.0,,,500.0,,40.0,,37.0,,,300.0
205,2010,Trinidad and Tobago,,,,,1029.0,,,,74.0,,,,7748.0,,,1445.0,,,,,850.0,6207.0,,,,,,,,,,,,,,,,,,,,,9490.0,,,,,1672.0,,1716.0,,,5597.0
206,2010,Turks and Caicos Islands,,,,51.0,,,,,,,,752.0,,,6605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,,,715.0
207,2010,United States Virgin Islands,972.0,4585.0,501.0,,368.0,396.0,2463.0,,,,5505.0,4638.0,590.0,,644.0,373.0,,780.0,4065.0,7096.0,3423.0,518.0,,1758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16851.0
209,2010,Belize,,,,,,,,,,,,,,,46.0,421.0,,,,,,,,,,,,,7486.0,19995.0,7313.0,2988.0,,,,,,,,,,,,,,,,,,704.0,,,3474.0
210,2010,Costa Rica,,,32.0,12.0,11.0,,,8.0,5669.0,,5.0,1082.0,8.0,,70.0,214.0,4.0,4.0,351.0,1.0,1.0,1.0,,34.0,,7.0,137.0,,13688.0,2620.0,3865.0,3053.0,287766.0,11250.0,1446.0,364.0,536.0,1713.0,20945.0,1253.0,,12.0,28.0,82.0,3726.0,20.0,309.0,1360.0,11.0,1387.0,8.0,1.0,12480.0
211,2010,El Salvador,,,,,38.0,,,,123.0,,,69.0,,,,10.0,,,59.0,,,,,,,,325.0,840.0,,8521.0,11198.0,1644.0,7502.0,433.0,207.0,51.0,232.0,220.0,553.0,118.0,,,,11.0,224.0,,72.0,232.0,,235.0,,,5176.0
212,2010,Guatemala,,,,,,,,,574.0,,,95.0,,,12.0,,,,88.0,,,,,,,,796.0,1010.0,16691.0,,7292.0,15250.0,7443.0,261.0,482.0,118.0,209.0,262.0,1005.0,145.0,,17.0,,51.0,397.0,,122.0,246.0,,345.0,346.0,,7514.0
213,2010,Honduras,,,,,,,,64.0,436.0,,,96.0,,,31.0,19.0,,,92.0,,,,,,,,260.0,613.0,6303.0,3280.0,,1116.0,5530.0,284.0,136.0,105.0,169.0,221.0,618.0,328.0,,,,25.0,274.0,,48.0,73.0,,249.0,,,4851.0
214,2010,Mexico,,,,,,,,,11822.0,,,1603.0,,,940.0,126.0,,,1335.0,,,,,27.0,,,2312.0,2482.0,8864.0,32888.0,9980.0,,3572.0,1766.0,14171.0,1988.0,4532.0,5267.0,13259.0,2201.0,,,,506.0,5886.0,,2371.0,10786.0,,10208.0,,,741918.0
215,2010,Nicaragua,,111.0,,78.0,,,,,873.0,,,64.0,,,22.0,19.0,,,54.0,,,,,,,,23.0,9989.0,2267.0,1634.0,11534.0,785.0,,376.0,251.0,60.0,114.0,117.0,415.0,103.0,,,,,212.0,,36.0,148.0,,234.0,,,3298.0
216,2010,Panama,,,,,28.0,,,,2405.0,26.0,49.0,6893.0,22.0,,461.0,593.0,,,614.0,,,,,101.0,,,73.0,6608.0,2747.0,1367.0,1280.0,4114.0,10998.0,,2172.0,386.0,1704.0,1544.0,47046.0,2275.0,,,41.0,103.0,3654.0,,648.0,8415.0,,1540.0,,39.0,11956.0
218,2010,Argentina,,,1.0,,7.0,,,,1102.0,,4.0,682.0,11.0,,41.0,11.0,,,75.0,,,,,34.0,,,6.0,123.0,73.0,96.0,66.0,1445.0,91.0,160.0,,363142.0,42283.0,184687.0,1722.0,952.0,,,,588452.0,169262.0,5.0,115039.0,1236.0,,528.0,15.0,,4450.0
219,2010,Bolivia (Plurinational State of),,0.0,2.0,0.0,0.0,18.0,,,1520.0,152.0,3.0,100.0,0.0,,13.0,6.0,,,33.0,0.0,,,43.0,4.0,,,777.0,125.0,109.0,122.0,198.0,8179.0,95.0,94.0,36671.0,,22066.0,4063.0,2546.0,861.0,,1.0,4.0,3681.0,9691.0,0.0,437.0,664.0,0.0,1185.0,,0.0,4206.0
220,2010,Brazil,,,,15.0,27.0,,,,2059.0,,21.0,309.0,26.0,,54.0,137.0,,,,30.0,144.0,29.0,,186.0,,,5.0,383.0,226.0,289.0,125.0,2656.0,364.0,516.0,28815.0,38479.0,,15298.0,6792.0,1715.0,,701.0,1880.0,38911.0,14890.0,270.0,23840.0,2844.0,,1573.0,,,23308.0
221,2010,Chile,9.0,8.0,2.0,1.0,2.0,,0.0,1.0,1856.0,,18.0,169.0,3.0,4.0,28.0,13.0,3.0,1.0,112.0,8.0,37.0,3.0,,7.0,2.0,1.0,1.0,283.0,142.0,138.0,146.0,1058.0,146.0,313.0,68235.0,27728.0,11100.0,,15882.0,22016.0,2.0,1.0,9.0,746.0,152768.0,2.0,1392.0,2514.0,3.0,1125.0,3.0,1.0,4902.0
222,2010,Colombia,39.0,37.0,287.0,,,,,,1699.0,85.0,46.0,359.0,,,108.0,56.0,,,516.0,,,,21.0,35.0,,,,986.0,358.0,429.0,329.0,2664.0,535.0,1929.0,2986.0,764.0,2181.0,1889.0,,13284.0,,,18.0,202.0,4708.0,,406.0,43511.0,,919.0,,,17587.0
223,2010,Ecuador,,,,33.0,,,,,2059.0,,,243.0,,,66.0,26.0,,,344.0,,,,,31.0,,,,645.0,359.0,296.0,323.0,1553.0,270.0,663.0,3712.0,1051.0,1825.0,7797.0,192805.0,,36.0,,,167.0,9422.0,,659.0,6120.0,,1610.0,,,18426.0
224,2010,Falkland Islands (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,181.0,,,,,,,,,,,,,,,17.0
225,2010,French Guiana,,,,,,,,,,,599.0,,,2009.0,15743.0,,4398.0,,,,1246.0,,,,,,,,,,,,,,,,16137.0,,,,,,3044.0,,419.0,25501.0,,,,,,,
226,2010,Guyana,,16.0,,13.0,229.0,,,,,,37.0,,165.0,,,252.0,,,,,187.0,314.0,,751.0,,,,,,,,,,,,,1821.0,,,,,,,,,3920.0,,1791.0,,341.0,,,1071.0
227,2010,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645.0,,,58456.0,1034.0,75523.0,2161.0,,,,,,,,,2997.0,,,2337.0,,,1615.0
228,2010,Peru,,,,,,,,,838.0,,,168.0,,,46.0,,,,127.0,,,21.0,,,,,,312.0,100.0,151.0,153.0,1380.0,149.0,319.0,10503.0,5293.0,4495.0,6644.0,5492.0,3691.0,,32.0,,505.0,,,567.0,2995.0,,1132.0,,,9115.0
229,2010,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626.0,,,,,,11264.0,,,,,,,,,,
230,2010,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.0,,,22275.0,,10797.0,1406.0,,,,,,1459.0,1110.0,,,523.0,,306.0,,,2217.0
231,2010,Venezuela (Bolivarian Republic of),,,458.0,,23.0,967.0,,,10813.0,,2.0,14254.0,174.0,,1810.0,98.0,40.0,,432.0,,10.0,114.0,,2724.0,,,19.0,1107.0,967.0,418.0,290.0,3585.0,1969.0,876.0,9430.0,1888.0,5623.0,14945.0,918949.0,34373.0,,28.0,8410.0,215.0,43607.0,48.0,4645.0,,,1071.0,,,10721.0
233,2010,Bermuda,,,,,,,,,30.0,,,21.0,,,1658.0,601.0,,,,,,,,67.0,82.0,,,,,,,,,,,,,,,,,,101.0,,,,,,,2272.0,,,3481.0
234,2010,Canada,73.0,2395.0,588.0,1933.0,15397.0,,97.0,384.0,13537.0,,3007.0,8772.0,10312.0,588.0,83613.0,125438.0,568.0,607.0,418.0,2045.0,5304.0,12503.0,,66826.0,73.0,58.0,1923.0,4509.0,43516.0,15708.0,6339.0,83715.0,8879.0,2569.0,19104.0,5071.0,26258.0,26030.0,63081.0,13950.0,0.0,78.0,86376.0,7470.0,26933.0,889.0,6698.0,17656.0,2851.0,,0.0,287.0,307143.0
235,2010,Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,31.0
236,2010,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,,,65.0
237,2010,United States of America,,25569.0,5322.0,28789.0,52759.0,,,,1003052.0,,33777.0,802001.0,31140.0,,542091.0,641849.0,,5449.0,1626078.0,15424.0,18871.0,20919.0,,228508.0,,,46553.0,86203.0,1133462.0,777073.0,467515.0,11566960.0,241518.0,102223.0,173385.0,77044.0,335505.0,90964.0,625906.0,413690.0,,,251829.0,29749.0,407435.0,13853.0,49216.0,171960.0,8095.0,826000.0,,,
