origin,destination,year,qty
Grenada,Saint Kitts and Nevis,1990,24.0
Dominica,Saint Kitts and Nevis,1990,87.0
Saint Lucia,Saint Kitts and Nevis,1990,46.0
Antigua and Barbuda,Saint Kitts and Nevis,1990,175.0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,1990,74.0
Bahamas,Saint Kitts and Nevis,1990,5.0
Guyana,Saint Kitts and Nevis,1990,335.0
Argentina,Canada,1990,10660.0
Bolivia (Plurinational State of),Canada,1990,1545.0
Brazil,Canada,1990,7028.0
Chile,Canada,1990,21945.0
Colombia,Canada,1990,7547.0
Costa Rica,Canada,1990,1304.0
Cuba,Canada,1990,1737.0
Dominican Republic,Canada,1990,2668.0
Ecuador,Canada,1990,7685.0
El Salvador,Canada,1990,27145.0
Guatemala,Canada,1990,8559.0
Haiti,Canada,1990,38271.0
Honduras,Canada,1990,2202.0
Mexico,Canada,1990,18610.0
Nicaragua,Canada,1990,6199.0
Panama,Canada,1990,1118.0
Paraguay,Canada,1990,4702.0
Peru,Canada,1990,11010.0
United States of America,Canada,1990,238998.0
Uruguay,Canada,1990,5033.0
Venezuela (Bolivarian Republic of),Canada,1990,3339.0
Barbados,Canada,1990,14225.0
Trinidad and Tobago,Canada,1990,47386.0
Jamaica,Canada,1990,98288.0
Grenada,Canada,1990,4543.0
Suriname,Canada,1990,513.0
Dominica,Canada,1990,1449.0
Saint Lucia,Canada,1990,1713.0
Antigua and Barbuda,Canada,1990,1900.0
Saint Vincent and the Grenadines,Canada,1990,4357.0
Bahamas,Canada,1990,1061.0
Saint Kitts and Nevis,Canada,1990,1464.0
Belize,Canada,1990,935.0
Guyana,Canada,1990,63381.0
El Salvador,Belize,1990,6691.0
Guatemala,Belize,1990,12650.0
Haiti,Belize,1990,35.0
Honduras,Belize,1990,2764.0
Mexico,Belize,1990,3025.0
United States of America,Belize,1990,1901.0
Jamaica,Belize,1990,445.0
Canada,Belize,1990,542.0
Brazil,Guyana,1990,485.0
United States of America,Guyana,1990,285.0
Venezuela (Bolivarian Republic of),Guyana,1990,478.0
Barbados,Guyana,1990,156.0
Trinidad and Tobago,Guyana,1990,189.0
Jamaica,Guyana,1990,83.0
Grenada,Guyana,1990,54.0
Suriname,Guyana,1990,1047.0
Dominica,Guyana,1990,13.0
Saint Lucia,Guyana,1990,286.0
Antigua and Barbuda,Guyana,1990,5.0
Saint Vincent and the Grenadines,Guyana,1990,103.0
Bahamas,Guyana,1990,4.0
Canada,Guyana,1990,92.0
Bolivia (Plurinational State of),Argentina,1995,186685.0
Brazil,Argentina,1995,33642.0
Chile,Argentina,1995,214736.0
Colombia,Argentina,1995,3162.0
Costa Rica,Argentina,1995,359.0
Cuba,Argentina,1995,1873.0
Dominican Republic,Argentina,1995,849.0
Ecuador,Argentina,1995,1501.0
El Salvador,Argentina,1995,169.0
Guatemala,Argentina,1995,158.0
Haiti,Argentina,1995,80.0
Honduras,Argentina,1995,140.0
Mexico,Argentina,1995,2686.0
Nicaragua,Argentina,1995,167.0
Panama,Argentina,1995,357.0
Paraguay,Argentina,1995,286164.0
Peru,Argentina,1995,50888.0
United States of America,Argentina,1995,9678.0
Uruguay,Argentina,1995,125366.0
Venezuela (Bolivarian Republic of),Argentina,1995,2290.0
Barbados,Argentina,1995,16.0
Trinidad and Tobago,Argentina,1995,73.0
Jamaica,Argentina,1995,26.0
Grenada,Argentina,1995,24.0
Suriname,Argentina,1995,11.0
Dominica,Argentina,1995,9.0
Canada,Argentina,1995,953.0
Belize,Argentina,1995,12.0
Argentina,Bolivia (Plurinational State of),1995,25141.0
Brazil,Bolivia (Plurinational State of),1995,12746.0
Chile,Bolivia (Plurinational State of),1995,4622.0
Colombia,Bolivia (Plurinational State of),1995,1002.0
Costa Rica,Bolivia (Plurinational State of),1995,122.0
Cuba,Bolivia (Plurinational State of),1995,311.0
Dominican Republic,Bolivia (Plurinational State of),1995,22.0
Ecuador,Bolivia (Plurinational State of),1995,521.0
El Salvador,Bolivia (Plurinational State of),1995,82.0
Guatemala,Bolivia (Plurinational State of),1995,144.0
Haiti,Bolivia (Plurinational State of),1995,7.0
Honduras,Bolivia (Plurinational State of),1995,216.0
Mexico,Bolivia (Plurinational State of),1995,8770.0
Nicaragua,Bolivia (Plurinational State of),1995,76.0
Panama,Bolivia (Plurinational State of),1995,95.0
Paraguay,Bolivia (Plurinational State of),1995,2216.0
Peru,Bolivia (Plurinational State of),1995,8306.0
United States of America,Bolivia (Plurinational State of),1995,3385.0
Uruguay,Bolivia (Plurinational State of),1995,430.0
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),1995,458.0
Barbados,Bolivia (Plurinational State of),1995,4.0
Trinidad and Tobago,Bolivia (Plurinational State of),1995,9.0
Jamaica,Bolivia (Plurinational State of),1995,4.0
Grenada,Bolivia (Plurinational State of),1995,2.0
Suriname,Bolivia (Plurinational State of),1995,1.0
Dominica,Bolivia (Plurinational State of),1995,3.0
Antigua and Barbuda,Bolivia (Plurinational State of),1995,5.0
Bahamas,Bolivia (Plurinational State of),1995,5.0
Saint Kitts and Nevis,Bolivia (Plurinational State of),1995,1.0
Canada,Bolivia (Plurinational State of),1995,1728.0
Belize,Bolivia (Plurinational State of),1995,962.0
Guyana,Bolivia (Plurinational State of),1995,4.0
Argentina,Brazil,1995,27974.0
Bolivia (Plurinational State of),Brazil,1995,18217.0
Chile,Brazil,1995,19708.0
Colombia,Brazil,1995,3196.0
Costa Rica,Brazil,1995,314.0
Cuba,Brazil,1995,894.0
Dominican Republic,Brazil,1995,190.0
Ecuador,Brazil,1995,903.0
El Salvador,Brazil,1995,443.0
Guatemala,Brazil,1995,106.0
Haiti,Brazil,1995,135.0
Honduras,Brazil,1995,208.0
Mexico,Brazil,1995,1027.0
Nicaragua,Brazil,1995,415.0
Panama,Brazil,1995,767.0
Paraguay,Brazil,1995,25143.0
Peru,Brazil,1995,8278.0
United States of America,Brazil,1995,12894.0
Uruguay,Brazil,1995,24081.0
Venezuela (Bolivarian Republic of),Brazil,1995,1694.0
Jamaica,Brazil,1995,41.0
Suriname,Brazil,1995,177.0
Canada,Brazil,1995,1113.0
Guyana,Brazil,1995,1350.0
Argentina,Chile,1995,39233.0
Bolivia (Plurinational State of),Chile,1995,8923.0
Brazil,Chile,1995,5609.0
Colombia,Chile,1995,2734.0
Costa Rica,Chile,1995,442.0
Cuba,Chile,1995,1751.0
Dominican Republic,Chile,1995,198.0
Ecuador,Chile,1995,5510.0
El Salvador,Chile,1995,227.0
Guatemala,Chile,1995,182.0
Haiti,Chile,1995,41.0
Honduras,Chile,1995,225.0
Mexico,Chile,1995,1223.0
Nicaragua,Chile,1995,201.0
Panama,Chile,1995,428.0
Paraguay,Chile,1995,920.0
Peru,Chile,1995,21256.0
United States of America,Chile,1995,6767.0
Uruguay,Chile,1995,1816.0
Venezuela (Bolivarian Republic of),Chile,1995,3148.0
Barbados,Chile,1995,14.0
Trinidad and Tobago,Chile,1995,8.0
Jamaica,Chile,1995,18.0
Grenada,Chile,1995,6.0
Suriname,Chile,1995,5.0
Dominica,Chile,1995,18.0
Saint Lucia,Chile,1995,33.0
Antigua and Barbuda,Chile,1995,13.0
Saint Vincent and the Grenadines,Chile,1995,3.0
Bahamas,Chile,1995,1.0
Saint Kitts and Nevis,Chile,1995,13.0
Canada,Chile,1995,1430.0
Belize,Chile,1995,9.0
Guyana,Chile,1995,11.0
Argentina,Colombia,1995,2471.0
Bolivia (Plurinational State of),Colombia,1995,653.0
Brazil,Colombia,1995,1809.0
Chile,Colombia,1995,1810.0
Costa Rica,Colombia,1995,757.0
Cuba,Colombia,1995,1375.0
Dominican Republic,Colombia,1995,350.0
Ecuador,Colombia,1995,11917.0
El Salvador,Colombia,1995,306.0
Guatemala,Colombia,1995,305.0
Haiti,Colombia,1995,100.0
Honduras,Colombia,1995,276.0
Mexico,Colombia,1995,2072.0
Nicaragua,Colombia,1995,475.0
Panama,Colombia,1995,1966.0
Paraguay,Colombia,1995,219.0
Peru,Colombia,1995,3342.0
United States of America,Colombia,1995,14273.0
Uruguay,Colombia,1995,362.0
Venezuela (Bolivarian Republic of),Colombia,1995,35162.0
Trinidad and Tobago,Colombia,1995,46.0
Jamaica,Colombia,1995,81.0
Dominica,Colombia,1995,45.0
Antigua and Barbuda,Colombia,1995,36.0
Canada,Colombia,1995,731.0
Guyana,Colombia,1995,17.0
Argentina,Costa Rica,1995,864.0
Bolivia (Plurinational State of),Costa Rica,1995,220.0
Brazil,Costa Rica,1995,304.0
Chile,Costa Rica,1995,1127.0
Colombia,Costa Rica,1995,4147.0
Cuba,Costa Rica,1995,3558.0
Dominican Republic,Costa Rica,1995,556.0
Ecuador,Costa Rica,1995,683.0
El Salvador,Costa Rica,1995,26046.0
Guatemala,Costa Rica,1995,1602.0
Haiti,Costa Rica,1995,41.0
Honduras,Costa Rica,1995,2241.0
Mexico,Costa Rica,1995,1778.0
Nicaragua,Costa Rica,1995,131695.0
Panama,Costa Rica,1995,7652.0
Paraguay,Costa Rica,1995,48.0
Peru,Costa Rica,1995,2045.0
United States of America,Costa Rica,1995,7301.0
Uruguay,Costa Rica,1995,196.0
Venezuela (Bolivarian Republic of),Costa Rica,1995,834.0
Barbados,Costa Rica,1995,6.0
Trinidad and Tobago,Costa Rica,1995,21.0
Jamaica,Costa Rica,1995,209.0
Grenada,Costa Rica,1995,5.0
Suriname,Costa Rica,1995,11.0
Dominica,Costa Rica,1995,3.0
Saint Lucia,Costa Rica,1995,1.0
Saint Vincent and the Grenadines,Costa Rica,1995,1.0
Bahamas,Costa Rica,1995,8.0
Saint Kitts and Nevis,Costa Rica,1995,1.0
Canada,Costa Rica,1995,754.0
Belize,Costa Rica,1995,123.0
Guyana,Costa Rica,1995,16.0
Argentina,Cuba,1995,283.0
Bolivia (Plurinational State of),Cuba,1995,97.0
Chile,Cuba,1995,298.0
Colombia,Cuba,1995,268.0
Dominican Republic,Cuba,1995,203.0
Ecuador,Cuba,1995,102.0
Guatemala,Cuba,1995,116.0
Haiti,Cuba,1995,1564.0
Mexico,Cuba,1995,674.0
Nicaragua,Cuba,1995,451.0
Panama,Cuba,1995,140.0
Peru,Cuba,1995,145.0
United States of America,Cuba,1995,899.0
Venezuela (Bolivarian Republic of),Cuba,1995,327.0
Jamaica,Cuba,1995,497.0
Grenada,Cuba,1995,137.0
Canada,Cuba,1995,102.0
Argentina,Dominican Republic,1995,2935.0
Bolivia (Plurinational State of),Dominican Republic,1995,403.0
Brazil,Dominican Republic,1995,1055.0
Chile,Dominican Republic,1995,2101.0
Colombia,Dominican Republic,1995,5217.0
Costa Rica,Dominican Republic,1995,1724.0
Cuba,Dominican Republic,1995,7580.0
Ecuador,Dominican Republic,1995,1055.0
El Salvador,Dominican Republic,1995,407.0
Guatemala,Dominican Republic,1995,528.0
Haiti,Dominican Republic,1995,207931.0
Honduras,Dominican Republic,1995,481.0
Mexico,Dominican Republic,1995,1930.0
Nicaragua,Dominican Republic,1995,461.0
Panama,Dominican Republic,1995,777.0
Paraguay,Dominican Republic,1995,68.0
Peru,Dominican Republic,1995,2212.0
United States of America,Dominican Republic,1995,10124.0
Uruguay,Dominican Republic,1995,1805.0
Venezuela (Bolivarian Republic of),Dominican Republic,1995,15811.0
Trinidad and Tobago,Dominican Republic,1995,111.0
Jamaica,Dominican Republic,1995,468.0
Suriname,Dominican Republic,1995,115.0
Dominica,Dominican Republic,1995,27.0
Antigua and Barbuda,Dominican Republic,1995,296.0
Bahamas,Dominican Republic,1995,101.0
Saint Kitts and Nevis,Dominican Republic,1995,85.0
Canada,Dominican Republic,1995,3957.0
Guyana,Dominican Republic,1995,50.0
Argentina,Ecuador,1995,1954.0
Bolivia (Plurinational State of),Ecuador,1995,572.0
Brazil,Ecuador,1995,1035.0
Chile,Ecuador,1995,5002.0
Colombia,Ecuador,1995,55897.0
Costa Rica,Ecuador,1995,351.0
Cuba,Ecuador,1995,1120.0
Dominican Republic,Ecuador,1995,133.0
El Salvador,Ecuador,1995,196.0
Guatemala,Ecuador,1995,162.0
Haiti,Ecuador,1995,36.0
Honduras,Ecuador,1995,176.0
Mexico,Ecuador,1995,797.0
Nicaragua,Ecuador,1995,147.0
Panama,Ecuador,1995,361.0
Paraguay,Ecuador,1995,91.0
Peru,Ecuador,1995,4125.0
United States of America,Ecuador,1995,9854.0
Uruguay,Ecuador,1995,359.0
Venezuela (Bolivarian Republic of),Ecuador,1995,3120.0
Trinidad and Tobago,Ecuador,1995,17.0
Jamaica,Ecuador,1995,15.0
Bahamas,Ecuador,1995,18.0
Canada,Ecuador,1995,889.0
Argentina,El Salvador,1995,211.0
Bolivia (Plurinational State of),El Salvador,1995,59.0
Brazil,El Salvador,1995,264.0
Chile,El Salvador,1995,294.0
Colombia,El Salvador,1995,375.0
Costa Rica,El Salvador,1995,1188.0
Cuba,El Salvador,1995,82.0
Dominican Republic,El Salvador,1995,41.0
Ecuador,El Salvador,1995,126.0
Guatemala,El Salvador,1995,7224.0
Honduras,El Salvador,1995,12650.0
Mexico,El Salvador,1995,1948.0
Nicaragua,El Salvador,1995,4219.0
Panama,El Salvador,1995,456.0
Paraguay,El Salvador,1995,26.0
Peru,El Salvador,1995,209.0
United States of America,El Salvador,1995,6306.0
Uruguay,El Salvador,1995,94.0
Venezuela (Bolivarian Republic of),El Salvador,1995,219.0
Barbados,El Salvador,1995,50.0
Jamaica,El Salvador,1995,13.0
Canada,El Salvador,1995,379.0
Belize,El Salvador,1995,231.0
Argentina,Guatemala,1995,318.0
Bolivia (Plurinational State of),Guatemala,1995,77.0
Brazil,Guatemala,1995,114.0
Chile,Guatemala,1995,231.0
Colombia,Guatemala,1995,610.0
Costa Rica,Guatemala,1995,746.0
Cuba,Guatemala,1995,347.0
Dominican Republic,Guatemala,1995,64.0
Ecuador,Guatemala,1995,113.0
El Salvador,Guatemala,1995,124346.0
Haiti,Guatemala,1995,18.0
Honduras,Guatemala,1995,5032.0
Mexico,Guatemala,1995,8236.0
Nicaragua,Guatemala,1995,4565.0
Panama,Guatemala,1995,216.0
Paraguay,Guatemala,1995,55.0
Peru,Guatemala,1995,249.0
United States of America,Guatemala,1995,5639.0
Uruguay,Guatemala,1995,92.0
Venezuela (Bolivarian Republic of),Guatemala,1995,144.0
Canada,Guatemala,1995,262.0
Belize,Guatemala,1995,561.0
Argentina,Haiti,1995,548.0
Chile,Haiti,1995,392.0
Colombia,Haiti,1995,975.0
Costa Rica,Haiti,1995,322.0
Cuba,Haiti,1995,1416.0
Dominican Republic,Haiti,1995,2832.0
Mexico,Haiti,1995,361.0
Peru,Haiti,1995,413.0
United States of America,Haiti,1995,1891.0
Uruguay,Haiti,1995,337.0
Venezuela (Bolivarian Republic of),Haiti,1995,2954.0
Canada,Haiti,1995,739.0
Argentina,Honduras,1995,144.0
Bolivia (Plurinational State of),Honduras,1995,111.0
Brazil,Honduras,1995,178.0
Chile,Honduras,1995,252.0
Colombia,Honduras,1995,527.0
Costa Rica,Honduras,1995,617.0
Cuba,Honduras,1995,460.0
Dominican Republic,Honduras,1995,102.0
Ecuador,Honduras,1995,345.0
El Salvador,Honduras,1995,60692.0
Guatemala,Honduras,1995,3336.0
Haiti,Honduras,1995,34.0
Mexico,Honduras,1995,980.0
Nicaragua,Honduras,1995,74273.0
Panama,Honduras,1995,243.0
Paraguay,Honduras,1995,27.0
Peru,Honduras,1995,288.0
United States of America,Honduras,1995,3877.0
Uruguay,Honduras,1995,51.0
Venezuela (Bolivarian Republic of),Honduras,1995,74.0
Jamaica,Honduras,1995,20.0
Canada,Honduras,1995,262.0
Belize,Honduras,1995,242.0
Argentina,Mexico,1995,5366.0
Bolivia (Plurinational State of),Mexico,1995,1725.0
Brazil,Mexico,1995,2482.0
Chile,Mexico,1995,4144.0
Colombia,Mexico,1995,5530.0
Costa Rica,Mexico,1995,2571.0
Cuba,Mexico,1995,4858.0
Dominican Republic,Mexico,1995,842.0
Ecuador,Mexico,1995,1222.0
El Salvador,Mexico,1995,4931.0
Guatemala,Mexico,1995,49676.0
Haiti,Mexico,1995,395.0
Honduras,Mexico,1995,3031.0
Nicaragua,Mexico,1995,3324.0
Panama,Mexico,1995,13722.0
Paraguay,Mexico,1995,302.0
Peru,Mexico,1995,4140.0
United States of America,Mexico,1995,272472.0
Uruguay,Mexico,1995,1506.0
Venezuela (Bolivarian Republic of),Mexico,1995,2194.0
Trinidad and Tobago,Mexico,1995,35.0
Jamaica,Mexico,1995,115.0
Canada,Mexico,1995,5063.0
Belize,Mexico,1995,1474.0
Argentina,Nicaragua,1995,147.0
Bolivia (Plurinational State of),Nicaragua,1995,38.0
Brazil,Nicaragua,1995,110.0
Chile,Nicaragua,1995,115.0
Colombia,Nicaragua,1995,237.0
Costa Rica,Nicaragua,1995,4727.0
Cuba,Nicaragua,1995,711.0
Dominican Republic,Nicaragua,1995,52.0
Ecuador,Nicaragua,1995,78.0
El Salvador,Nicaragua,1995,2136.0
Guatemala,Nicaragua,1995,900.0
Haiti,Nicaragua,1995,20.0
Honduras,Nicaragua,1995,9473.0
Mexico,Nicaragua,1995,734.0
Panama,Nicaragua,1995,351.0
Peru,Nicaragua,1995,176.0
United States of America,Nicaragua,1995,2952.0
Uruguay,Nicaragua,1995,9.0
Venezuela (Bolivarian Republic of),Nicaragua,1995,116.0
Jamaica,Nicaragua,1995,31.0
Antigua and Barbuda,Nicaragua,1995,28.0
Bahamas,Nicaragua,1995,19.0
Canada,Nicaragua,1995,147.0
Belize,Nicaragua,1995,48.0
Argentina,Panama,1995,667.0
Bolivia (Plurinational State of),Panama,1995,194.0
Brazil,Panama,1995,695.0
Chile,Panama,1995,997.0
Colombia,Panama,1995,17179.0
Costa Rica,Panama,1995,4155.0
Cuba,Panama,1995,2396.0
Dominican Republic,Panama,1995,3554.0
Ecuador,Panama,1995,1604.0
El Salvador,Panama,1995,2146.0
Guatemala,Panama,1995,473.0
Haiti,Panama,1995,204.0
Honduras,Panama,1995,715.0
Mexico,Panama,1995,1810.0
Nicaragua,Panama,1995,4593.0
Paraguay,Panama,1995,35.0
Peru,Panama,1995,2170.0
United States of America,Panama,1995,4134.0
Uruguay,Panama,1995,199.0
Venezuela (Bolivarian Republic of),Panama,1995,715.0
Barbados,Panama,1995,88.0
Trinidad and Tobago,Panama,1995,53.0
Jamaica,Panama,1995,724.0
Grenada,Panama,1995,11.0
Dominica,Panama,1995,17.0
Canada,Panama,1995,280.0
Belize,Panama,1995,72.0
Guyana,Panama,1995,38.0
Argentina,Paraguay,1995,57525.0
Bolivia (Plurinational State of),Paraguay,1995,976.0
Brazil,Paraguay,1995,97450.0
Chile,Paraguay,1995,2425.0
Mexico,Paraguay,1995,2440.0
United States of America,Paraguay,1995,1684.0
Uruguay,Paraguay,1995,3303.0
Canada,Paraguay,1995,1999.0
Argentina,Peru,1995,7087.0
Bolivia (Plurinational State of),Peru,1995,3572.0
Brazil,Peru,1995,3033.0
Chile,Peru,1995,4483.0
Colombia,Peru,1995,3706.0
Costa Rica,Peru,1995,210.0
Cuba,Peru,1995,564.0
Dominican Republic,Peru,1995,112.0
Ecuador,Peru,1995,2491.0
El Salvador,Peru,1995,67.0
Guatemala,Peru,1995,101.0
Haiti,Peru,1995,30.0
Honduras,Peru,1995,103.0
Mexico,Peru,1995,931.0
Nicaragua,Peru,1995,100.0
Panama,Peru,1995,215.0
Paraguay,Peru,1995,340.0
United States of America,Peru,1995,6151.0
Uruguay,Peru,1995,382.0
Venezuela (Bolivarian Republic of),Peru,1995,2021.0
Saint Vincent and the Grenadines,Peru,1995,14.0
Canada,Peru,1995,764.0
Argentina,United States of America,1995,106709.0
Bolivia (Plurinational State of),United States of America,1995,41443.0
Brazil,United States of America,1995,144505.0
Chile,United States of America,1995,66875.0
Colombia,United States of America,1995,390026.0
Costa Rica,United States of America,1995,56544.0
Cuba,United States of America,1995,788723.0
Dominican Republic,United States of America,1995,507397.0
Ecuador,United States of America,1995,216544.0
El Salvador,United States of America,1995,628538.0
Guatemala,United States of America,1995,346127.0
Haiti,United States of America,1995,315898.0
Honduras,United States of America,1995,191964.0
Mexico,United States of America,1995,6602801.0
Nicaragua,United States of America,1995,190601.0
Panama,United States of America,1995,93545.0
Paraguay,United States of America,1995,8837.0
Peru,United States of America,1995,206962.0
Uruguay,United States of America,1995,22443.0
Venezuela (Bolivarian Republic of),United States of America,1995,73081.0
Barbados,United States of America,1995,46640.0
Trinidad and Tobago,United States of America,1995,153418.0
Jamaica,United States of America,1995,435091.0
Grenada,United States of America,1995,23030.0
Suriname,United States of America,1995,4134.0
Dominica,United States of America,1995,17231.0
Saint Lucia,United States of America,1995,10036.0
Antigua and Barbuda,United States of America,1995,14869.0
Saint Vincent and the Grenadines,United States of America,1995,16075.0
Bahamas,United States of America,1995,24356.0
Saint Kitts and Nevis,United States of America,1995,9065.0
Canada,United States of America,1995,767121.0
Belize,United States of America,1995,34351.0
Guyana,United States of America,1995,162619.0
Argentina,Uruguay,1995,17970.0
Brazil,Uruguay,1995,11084.0
Chile,Uruguay,1995,1299.0
Mexico,Uruguay,1995,657.0
Paraguay,Uruguay,1995,1199.0
Peru,Uruguay,1995,240.0
United States of America,Uruguay,1995,1036.0
Venezuela (Bolivarian Republic of),Uruguay,1995,713.0
Canada,Uruguay,1995,389.0
Argentina,Venezuela (Bolivarian Republic of),1995,9138.0
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),1995,2031.0
Brazil,Venezuela (Bolivarian Republic of),1995,4590.0
Chile,Venezuela (Bolivarian Republic of),1995,18675.0
Colombia,Venezuela (Bolivarian Republic of),1995,588323.0
Costa Rica,Venezuela (Bolivarian Republic of),1995,1405.0
Cuba,Venezuela (Bolivarian Republic of),1995,10603.0
Dominican Republic,Venezuela (Bolivarian Republic of),1995,16240.0
Ecuador,Venezuela (Bolivarian Republic of),1995,26835.0
El Salvador,Venezuela (Bolivarian Republic of),1995,965.0
Guatemala,Venezuela (Bolivarian Republic of),1995,501.0
Haiti,Venezuela (Bolivarian Republic of),1995,1824.0
Honduras,Venezuela (Bolivarian Republic of),1995,369.0
Mexico,Venezuela (Bolivarian Republic of),1995,3012.0
Nicaragua,Venezuela (Bolivarian Republic of),1995,2193.0
Panama,Venezuela (Bolivarian Republic of),1995,1203.0
Paraguay,Venezuela (Bolivarian Republic of),1995,294.0
Peru,Venezuela (Bolivarian Republic of),1995,32973.0
United States of America,Venezuela (Bolivarian Republic of),1995,10925.0
Uruguay,Venezuela (Bolivarian Republic of),1995,5364.0
Barbados,Venezuela (Bolivarian Republic of),1995,142.0
Trinidad and Tobago,Venezuela (Bolivarian Republic of),1995,3174.0
Jamaica,Venezuela (Bolivarian Republic of),1995,167.0
Grenada,Venezuela (Bolivarian Republic of),1995,321.0
Suriname,Venezuela (Bolivarian Republic of),1995,80.0
Dominica,Venezuela (Bolivarian Republic of),1995,40.0
Saint Lucia,Venezuela (Bolivarian Republic of),1995,40.0
Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),1995,105.0
Canada,Venezuela (Bolivarian Republic of),1995,977.0
Belize,Venezuela (Bolivarian Republic of),1995,17.0
Guyana,Venezuela (Bolivarian Republic of),1995,5577.0
Cuba,Barbados,1995,0.0
Haiti,Barbados,1995,0.0
United States of America,Barbados,1995,1213.0
Trinidad and Tobago,Barbados,1995,1910.0
Jamaica,Barbados,1995,679.0
Grenada,Barbados,1995,616.0
Suriname,Barbados,1995,0.0
Dominica,Barbados,1995,492.0
Saint Lucia,Barbados,1995,3621.0
Antigua and Barbuda,Barbados,1995,246.0
Saint Vincent and the Grenadines,Barbados,1995,4014.0
Bahamas,Barbados,1995,59.0
Saint Kitts and Nevis,Barbados,1995,0.0
Canada,Barbados,1995,729.0
Belize,Barbados,1995,0.0
Guyana,Barbados,1995,2792.0
Cuba,Trinidad and Tobago,1995,36.0
United States of America,Trinidad and Tobago,1995,2205.0
Venezuela (Bolivarian Republic of),Trinidad and Tobago,1995,1213.0
Barbados,Trinidad and Tobago,1995,2188.0
Jamaica,Trinidad and Tobago,1995,736.0
Grenada,Trinidad and Tobago,1995,15066.0
Saint Lucia,Trinidad and Tobago,1995,1185.0
Saint Vincent and the Grenadines,Trinidad and Tobago,1995,10556.0
Canada,Trinidad and Tobago,1995,874.0
Guyana,Trinidad and Tobago,1995,4666.0
Costa Rica,Jamaica,1995,101.0
Cuba,Jamaica,1995,1837.0
El Salvador,Jamaica,1995,137.0
Guatemala,Jamaica,1995,311.0
Honduras,Jamaica,1995,165.0
Nicaragua,Jamaica,1995,128.0
Panama,Jamaica,1995,77.0
United States of America,Jamaica,1995,5615.0
Barbados,Jamaica,1995,497.0
Trinidad and Tobago,Jamaica,1995,2126.0
Grenada,Jamaica,1995,192.0
Dominica,Jamaica,1995,128.0
Saint Lucia,Jamaica,1995,305.0
Antigua and Barbuda,Jamaica,1995,143.0
Saint Vincent and the Grenadines,Jamaica,1995,209.0
Bahamas,Jamaica,1995,616.0
Saint Kitts and Nevis,Jamaica,1995,89.0
Canada,Jamaica,1995,1277.0
Belize,Jamaica,1995,7.0
Venezuela (Bolivarian Republic of),Grenada,1995,175.0
Barbados,Grenada,1995,131.0
Trinidad and Tobago,Grenada,1995,1813.0
Jamaica,Grenada,1995,85.0
Dominica,Grenada,1995,54.0
Saint Lucia,Grenada,1995,119.0
Antigua and Barbuda,Grenada,1995,28.0
Saint Vincent and the Grenadines,Grenada,1995,333.0
Bahamas,Grenada,1995,22.0
Saint Kitts and Nevis,Grenada,1995,11.0
Canada,Grenada,1995,145.0
Guyana,Grenada,1995,316.0
Brazil,Suriname,1995,2594.0
Guyana,Suriname,1995,6317.0
Cuba,Dominica,1995,6.0
Haiti,Dominica,1995,732.0
United States of America,Dominica,1995,299.0
Venezuela (Bolivarian Republic of),Dominica,1995,14.0
Barbados,Dominica,1995,80.0
Trinidad and Tobago,Dominica,1995,147.0
Jamaica,Dominica,1995,62.0
Suriname,Dominica,1995,9.0
Saint Lucia,Dominica,1995,135.0
Antigua and Barbuda,Dominica,1995,243.0
Saint Vincent and the Grenadines,Dominica,1995,60.0
Bahamas,Dominica,1995,6.0
Saint Kitts and Nevis,Dominica,1995,30.0
Canada,Dominica,1995,88.0
Guyana,Dominica,1995,91.0
Brazil,Saint Lucia,1995,6.0
Cuba,Saint Lucia,1995,13.0
Dominican Republic,Saint Lucia,1995,26.0
Guatemala,Saint Lucia,1995,2.0
Mexico,Saint Lucia,1995,5.0
Panama,Saint Lucia,1995,16.0
United States of America,Saint Lucia,1995,372.0
Venezuela (Bolivarian Republic of),Saint Lucia,1995,35.0
Barbados,Saint Lucia,1995,437.0
Trinidad and Tobago,Saint Lucia,1995,438.0
Jamaica,Saint Lucia,1995,105.0
Grenada,Saint Lucia,1995,90.0
Suriname,Saint Lucia,1995,24.0
Dominica,Saint Lucia,1995,129.0
Antigua and Barbuda,Saint Lucia,1995,65.0
Saint Vincent and the Grenadines,Saint Lucia,1995,245.0
Bahamas,Saint Lucia,1995,7.0
Saint Kitts and Nevis,Saint Lucia,1995,25.0
Canada,Saint Lucia,1995,143.0
Belize,Saint Lucia,1995,0.0
Guyana,Saint Lucia,1995,1108.0
Cuba,Antigua and Barbuda,1995,15.0
Dominican Republic,Antigua and Barbuda,1995,1044.0
Haiti,Antigua and Barbuda,1995,19.0
Honduras,Antigua and Barbuda,1995,5.0
Mexico,Antigua and Barbuda,1995,4.0
United States of America,Antigua and Barbuda,1995,1733.0
Venezuela (Bolivarian Republic of),Antigua and Barbuda,1995,22.0
Barbados,Antigua and Barbuda,1995,226.0
Trinidad and Tobago,Antigua and Barbuda,1995,474.0
Jamaica,Antigua and Barbuda,1995,1832.0
Grenada,Antigua and Barbuda,1995,137.0
Suriname,Antigua and Barbuda,1995,23.0
