origin,destination,year,qty
Saint Lucia,Grenada,2000,147.0
Antigua and Barbuda,Grenada,2000,35.0
Saint Vincent and the Grenadines,Grenada,2000,341.0
Bahamas,Grenada,2000,27.0
Saint Kitts and Nevis,Grenada,2000,14.0
Canada,Grenada,2000,205.0
Guyana,Grenada,2000,308.0
Brazil,Suriname,2000,3204.0
Guyana,Suriname,2000,7802.0
Cuba,Dominica,2000,7.0
Haiti,Dominica,2000,873.0
United States of America,Dominica,2000,356.0
Venezuela (Bolivarian Republic of),Dominica,2000,17.0
Barbados,Dominica,2000,95.0
Trinidad and Tobago,Dominica,2000,175.0
Jamaica,Dominica,2000,74.0
Suriname,Dominica,2000,11.0
Saint Lucia,Dominica,2000,161.0
Antigua and Barbuda,Dominica,2000,290.0
Saint Vincent and the Grenadines,Dominica,2000,72.0
Bahamas,Dominica,2000,7.0
Saint Kitts and Nevis,Dominica,2000,36.0
Canada,Dominica,2000,105.0
Guyana,Dominica,2000,108.0
Brazil,Saint Lucia,2000,9.0
Cuba,Saint Lucia,2000,18.0
Dominican Republic,Saint Lucia,2000,37.0
Guatemala,Saint Lucia,2000,4.0
Mexico,Saint Lucia,2000,8.0
Panama,Saint Lucia,2000,22.0
United States of America,Saint Lucia,2000,511.0
Venezuela (Bolivarian Republic of),Saint Lucia,2000,49.0
Barbados,Saint Lucia,2000,600.0
Trinidad and Tobago,Saint Lucia,2000,602.0
Jamaica,Saint Lucia,2000,144.0
Grenada,Saint Lucia,2000,124.0
Suriname,Saint Lucia,2000,33.0
Dominica,Saint Lucia,2000,177.0
Antigua and Barbuda,Saint Lucia,2000,90.0
Saint Vincent and the Grenadines,Saint Lucia,2000,336.0
Bahamas,Saint Lucia,2000,10.0
Saint Kitts and Nevis,Saint Lucia,2000,34.0
Canada,Saint Lucia,2000,197.0
Belize,Saint Lucia,2000,1.0
Guyana,Saint Lucia,2000,1522.0
Cuba,Antigua and Barbuda,2000,17.0
Dominican Republic,Antigua and Barbuda,2000,1466.0
Haiti,Antigua and Barbuda,2000,27.0
Honduras,Antigua and Barbuda,2000,6.0
Mexico,Antigua and Barbuda,2000,4.0
United States of America,Antigua and Barbuda,2000,2157.0
Venezuela (Bolivarian Republic of),Antigua and Barbuda,2000,32.0
Barbados,Antigua and Barbuda,2000,248.0
Trinidad and Tobago,Antigua and Barbuda,2000,591.0
Jamaica,Antigua and Barbuda,2000,3278.0
Grenada,Antigua and Barbuda,2000,158.0
Suriname,Antigua and Barbuda,2000,37.0
Dominica,Antigua and Barbuda,2000,3898.0
Saint Lucia,Antigua and Barbuda,2000,556.0
Saint Vincent and the Grenadines,Antigua and Barbuda,2000,754.0
Bahamas,Antigua and Barbuda,2000,2.0
Saint Kitts and Nevis,Antigua and Barbuda,2000,391.0
Canada,Antigua and Barbuda,2000,356.0
Belize,Antigua and Barbuda,2000,11.0
Guyana,Antigua and Barbuda,2000,5317.0
United States of America,Saint Vincent and the Grenadines,2000,318.0
Barbados,Saint Vincent and the Grenadines,2000,328.0
Trinidad and Tobago,Saint Vincent and the Grenadines,2000,907.0
Jamaica,Saint Vincent and the Grenadines,2000,119.0
Grenada,Saint Vincent and the Grenadines,2000,408.0
Dominica,Saint Vincent and the Grenadines,2000,81.0
Saint Lucia,Saint Vincent and the Grenadines,2000,224.0
Antigua and Barbuda,Saint Vincent and the Grenadines,2000,55.0
Saint Kitts and Nevis,Saint Vincent and the Grenadines,2000,37.0
Canada,Saint Vincent and the Grenadines,2000,154.0
Guyana,Saint Vincent and the Grenadines,2000,226.0
Argentina,Bahamas,2000,9.0
Brazil,Bahamas,2000,47.0
Chile,Bahamas,2000,8.0
Colombia,Bahamas,2000,33.0
Costa Rica,Bahamas,2000,66.0
Cuba,Bahamas,2000,110.0
Dominican Republic,Bahamas,2000,84.0
Ecuador,Bahamas,2000,15.0
El Salvador,Bahamas,2000,4.0
Guatemala,Bahamas,2000,9.0
Haiti,Bahamas,2000,20628.0
Honduras,Bahamas,2000,13.0
Mexico,Bahamas,2000,82.0
Nicaragua,Bahamas,2000,7.0
Panama,Bahamas,2000,14.0
Peru,Bahamas,2000,39.0
United States of America,Bahamas,2000,4300.0
Uruguay,Bahamas,2000,2.0
Venezuela (Bolivarian Republic of),Bahamas,2000,24.0
Barbados,Bahamas,2000,108.0
Trinidad and Tobago,Bahamas,2000,321.0
Jamaica,Bahamas,2000,3773.0
Grenada,Bahamas,2000,26.0
Dominica,Bahamas,2000,47.0
Saint Lucia,Bahamas,2000,57.0
Antigua and Barbuda,Bahamas,2000,8.0
Saint Vincent and the Grenadines,Bahamas,2000,22.0
Saint Kitts and Nevis,Bahamas,2000,12.0
Canada,Bahamas,2000,1351.0
Belize,Bahamas,2000,13.0
Guyana,Bahamas,2000,682.0
Barbados,Saint Kitts and Nevis,2000,79.0
Trinidad and Tobago,Saint Kitts and Nevis,2000,210.0
Jamaica,Saint Kitts and Nevis,2000,116.0
Grenada,Saint Kitts and Nevis,2000,46.0
Dominica,Saint Kitts and Nevis,2000,158.0
Saint Lucia,Saint Kitts and Nevis,2000,82.0
Antigua and Barbuda,Saint Kitts and Nevis,2000,319.0
Saint Vincent and the Grenadines,Saint Kitts and Nevis,2000,136.0
Bahamas,Saint Kitts and Nevis,2000,11.0
Guyana,Saint Kitts and Nevis,2000,612.0
Argentina,Canada,2000,13698.0
Bolivia (Plurinational State of),Canada,2000,2397.0
Brazil,Canada,2000,13327.0
Chile,Canada,2000,24970.0
Colombia,Canada,2000,17942.0
Costa Rica,Canada,2000,2529.0
Cuba,Canada,2000,5269.0
Dominican Republic,Canada,2000,5106.0
Ecuador,Canada,2000,11261.0
El Salvador,Canada,2000,38826.0
Guatemala,Canada,2000,13960.0
Haiti,Canada,2000,53390.0
Honduras,Canada,2000,4462.0
Mexico,Canada,2000,42332.0
Nicaragua,Canada,2000,9444.0
Panama,Canada,2000,2495.0
Paraguay,Canada,2000,4972.0
Peru,Canada,2000,17932.0
United States of America,Canada,2000,255952.0
Uruguay,Canada,2000,6240.0
Venezuela (Bolivarian Republic of),Canada,2000,7958.0
Barbados,Canada,2000,14862.0
Trinidad and Tobago,Canada,2000,64523.0
Jamaica,Canada,2000,120632.0
Grenada,Canada,2000,8890.0
Suriname,Canada,2000,831.0
Dominica,Canada,2000,2798.0
Saint Lucia,Canada,2000,3214.0
Antigua and Barbuda,Canada,2000,2313.0
Saint Vincent and the Grenadines,Canada,2000,8751.0
Bahamas,Canada,2000,1273.0
Saint Kitts and Nevis,Canada,2000,2471.0
Belize,Canada,2000,1382.0
Guyana,Canada,2000,83357.0
El Salvador,Belize,2000,6631.0
Guatemala,Belize,2000,16058.0
Haiti,Belize,2000,38.0
Honduras,Belize,2000,5436.0
Mexico,Belize,2000,2539.0
United States of America,Belize,2000,1914.0
Jamaica,Belize,2000,403.0
Canada,Belize,2000,487.0
Brazil,Guyana,2000,1074.0
United States of America,Guyana,2000,632.0
Venezuela (Bolivarian Republic of),Guyana,2000,1057.0
Barbados,Guyana,2000,216.0
Trinidad and Tobago,Guyana,2000,430.0
Jamaica,Guyana,2000,165.0
Grenada,Guyana,2000,108.0
Suriname,Guyana,2000,2314.0
Dominica,Guyana,2000,25.0
Saint Lucia,Guyana,2000,264.0
Antigua and Barbuda,Guyana,2000,10.0
Saint Vincent and the Grenadines,Guyana,2000,205.0
Bahamas,Guyana,2000,8.0
Canada,Guyana,2000,202.0
Bolivia (Plurinational State of),Argentina,2005,294640.0
Brazil,Argentina,2005,37604.0
Chile,Argentina,2005,195316.0
Colombia,Argentina,2005,2672.0
Costa Rica,Argentina,2005,190.0
Cuba,Argentina,2005,1711.0
Dominican Republic,Argentina,2005,1058.0
Ecuador,Argentina,2005,1478.0
El Salvador,Argentina,2005,115.0
Guatemala,Argentina,2005,149.0
Haiti,Argentina,2005,64.0
Honduras,Argentina,2005,103.0
Mexico,Argentina,2005,2243.0
Nicaragua,Argentina,2005,141.0
Panama,Argentina,2005,249.0
Paraguay,Argentina,2005,451769.0
Peru,Argentina,2005,127337.0
United States of America,Argentina,2005,6907.0
Uruguay,Argentina,2005,114433.0
Venezuela (Bolivarian Republic of),Argentina,2005,1918.0
Barbados,Argentina,2005,12.0
Trinidad and Tobago,Argentina,2005,53.0
Jamaica,Argentina,2005,18.0
Grenada,Argentina,2005,17.0
Suriname,Argentina,2005,8.0
Dominica,Argentina,2005,7.0
Canada,Argentina,2005,819.0
Belize,Argentina,2005,9.0
Argentina,Bolivia (Plurinational State of),2005,32418.0
Brazil,Bolivia (Plurinational State of),2005,18453.0
Chile,Bolivia (Plurinational State of),2005,4230.0
Colombia,Bolivia (Plurinational State of),2005,1946.0
Costa Rica,Bolivia (Plurinational State of),2005,133.0
Cuba,Bolivia (Plurinational State of),2005,1018.0
Dominican Republic,Bolivia (Plurinational State of),2005,50.0
Ecuador,Bolivia (Plurinational State of),2005,800.0
El Salvador,Bolivia (Plurinational State of),2005,108.0
Guatemala,Bolivia (Plurinational State of),2005,132.0
Haiti,Bolivia (Plurinational State of),2005,10.0
Honduras,Bolivia (Plurinational State of),2005,198.0
Mexico,Bolivia (Plurinational State of),2005,8760.0
Nicaragua,Bolivia (Plurinational State of),2005,90.0
Panama,Bolivia (Plurinational State of),2005,96.0
Paraguay,Bolivia (Plurinational State of),2005,3462.0
Peru,Bolivia (Plurinational State of),2005,9549.0
United States of America,Bolivia (Plurinational State of),2005,3935.0
Uruguay,Bolivia (Plurinational State of),2005,445.0
Venezuela (Bolivarian Republic of),Bolivia (Plurinational State of),2005,604.0
Barbados,Bolivia (Plurinational State of),2005,0.0
Trinidad and Tobago,Bolivia (Plurinational State of),2005,9.0
Jamaica,Bolivia (Plurinational State of),2005,4.0
Grenada,Bolivia (Plurinational State of),2005,1.0
Suriname,Bolivia (Plurinational State of),2005,1.0
Dominica,Bolivia (Plurinational State of),2005,2.0
Antigua and Barbuda,Bolivia (Plurinational State of),2005,0.0
Bahamas,Bolivia (Plurinational State of),2005,0.0
Saint Kitts and Nevis,Bolivia (Plurinational State of),2005,0.0
Canada,Bolivia (Plurinational State of),2005,1430.0
Belize,Bolivia (Plurinational State of),2005,850.0
Guyana,Bolivia (Plurinational State of),2005,6.0
Argentina,Brazil,2005,28410.0
Bolivia (Plurinational State of),Brazil,2005,29671.0
Chile,Brazil,2005,16352.0
Colombia,Brazil,2005,5520.0
Costa Rica,Brazil,2005,313.0
Cuba,Brazil,2005,1715.0
Dominican Republic,Brazil,2005,207.0
Ecuador,Brazil,2005,1463.0
El Salvador,Brazil,2005,356.0
Guatemala,Brazil,2005,225.0
Haiti,Brazil,2005,35.0
Honduras,Brazil,2005,131.0
Mexico,Brazil,2005,1973.0
Nicaragua,Brazil,2005,436.0
Panama,Brazil,2005,541.0
Paraguay,Brazil,2005,34146.0
Peru,Brazil,2005,12958.0
United States of America,Brazil,2005,18779.0
Uruguay,Brazil,2005,24495.0
Venezuela (Bolivarian Republic of),Brazil,2005,2524.0
Barbados,Brazil,2005,13.0
Jamaica,Brazil,2005,98.0
Grenada,Brazil,2005,13.0
Suriname,Brazil,2005,253.0
Dominica,Brazil,2005,10.0
Bahamas,Brazil,2005,7.0
Canada,Brazil,2005,1425.0
Belize,Brazil,2005,2.0
Guyana,Brazil,2005,1756.0
Argentina,Chile,2005,57003.0
Bolivia (Plurinational State of),Chile,2005,19148.0
Brazil,Chile,2005,8993.0
Colombia,Chile,2005,9898.0
Costa Rica,Chile,2005,369.0
Cuba,Chile,2005,2420.0
Dominican Republic,Chile,2005,220.0
Ecuador,Chile,2005,15437.0
El Salvador,Chile,2005,185.0
Guatemala,Chile,2005,179.0
Haiti,Chile,2005,37.0
Honduras,Chile,2005,190.0
Mexico,Chile,2005,1379.0
Nicaragua,Chile,2005,190.0
Panama,Chile,2005,409.0
Paraguay,Chile,2005,972.0
Peru,Chile,2005,94114.0
United States of America,Chile,2005,6373.0
Uruguay,Chile,2005,1815.0
Venezuela (Bolivarian Republic of),Chile,2005,3279.0
Barbados,Chile,2005,3.0
Trinidad and Tobago,Chile,2005,9.0
Jamaica,Chile,2005,17.0
Grenada,Chile,2005,4.0
Suriname,Chile,2005,2.0
Dominica,Chile,2005,23.0
Saint Lucia,Chile,2005,49.0
Antigua and Barbuda,Chile,2005,10.0
Saint Vincent and the Grenadines,Chile,2005,4.0
Bahamas,Chile,2005,1.0
Saint Kitts and Nevis,Chile,2005,10.0
Canada,Chile,2005,1467.0
Belize,Chile,2005,2.0
Guyana,Chile,2005,12.0
Argentina,Colombia,2005,2562.0
Bolivia (Plurinational State of),Colombia,2005,660.0
Brazil,Colombia,2005,1873.0
Chile,Colombia,2005,1679.0
Costa Rica,Colombia,2005,832.0
Cuba,Colombia,2005,1451.0
Dominican Republic,Colombia,2005,321.0
Ecuador,Colombia,2005,11617.0
El Salvador,Colombia,2005,310.0
Guatemala,Colombia,2005,357.0
Haiti,Colombia,2005,95.0
Honduras,Colombia,2005,283.0
Mexico,Colombia,2005,2255.0
Nicaragua,Colombia,2005,467.0
Panama,Colombia,2005,1743.0
Paraguay,Colombia,2005,185.0
Peru,Colombia,2005,3909.0
United States of America,Colombia,2005,15025.0
Uruguay,Colombia,2005,354.0
Venezuela (Bolivarian Republic of),Colombia,2005,37137.0
Trinidad and Tobago,Colombia,2005,34.0
Jamaica,Colombia,2005,56.0
Dominica,Colombia,2005,41.0
Antigua and Barbuda,Colombia,2005,33.0
Canada,Colombia,2005,782.0
Guyana,Colombia,2005,16.0
Argentina,Costa Rica,2005,734.0
Bolivia (Plurinational State of),Costa Rica,2005,185.0
Brazil,Costa Rica,2005,272.0
Chile,Costa Rica,2005,869.0
Colombia,Costa Rica,2005,7703.0
Cuba,Costa Rica,2005,2876.0
Dominican Republic,Costa Rica,2005,549.0
Ecuador,Costa Rica,2005,636.0
El Salvador,Costa Rica,2005,6446.0
Guatemala,Costa Rica,2005,1329.0
Haiti,Costa Rica,2005,35.0
Honduras,Costa Rica,2005,1961.0
Mexico,Costa Rica,2005,1549.0
Nicaragua,Costa Rica,2005,148064.0
Panama,Costa Rica,2005,6201.0
Paraguay,Costa Rica,2005,41.0
Peru,Costa Rica,2005,1891.0
United States of America,Costa Rica,2005,6332.0
Uruguay,Costa Rica,2005,157.0
Venezuela (Bolivarian Republic of),Costa Rica,2005,690.0
Barbados,Costa Rica,2005,5.0
Trinidad and Tobago,Costa Rica,2005,17.0
Jamaica,Costa Rica,2005,109.0
Grenada,Costa Rica,2005,4.0
Suriname,Costa Rica,2005,10.0
Dominica,Costa Rica,2005,3.0
Saint Lucia,Costa Rica,2005,1.0
Saint Vincent and the Grenadines,Costa Rica,2005,1.0
Bahamas,Costa Rica,2005,6.0
Saint Kitts and Nevis,Costa Rica,2005,1.0
Canada,Costa Rica,2005,704.0
Belize,Costa Rica,2005,69.0
Guyana,Costa Rica,2005,14.0
Argentina,Cuba,2005,191.0
Bolivia (Plurinational State of),Cuba,2005,66.0
Chile,Cuba,2005,202.0
Colombia,Cuba,2005,181.0
Dominican Republic,Cuba,2005,137.0
Ecuador,Cuba,2005,69.0
Guatemala,Cuba,2005,78.0
Haiti,Cuba,2005,1061.0
Mexico,Cuba,2005,457.0
Nicaragua,Cuba,2005,306.0
Panama,Cuba,2005,94.0
Peru,Cuba,2005,98.0
United States of America,Cuba,2005,609.0
Venezuela (Bolivarian Republic of),Cuba,2005,221.0
Jamaica,Cuba,2005,336.0
Grenada,Cuba,2005,92.0
Canada,Cuba,2005,69.0
Argentina,Dominican Republic,2005,2129.0
Bolivia (Plurinational State of),Dominican Republic,2005,304.0
Brazil,Dominican Republic,2005,889.0
Chile,Dominican Republic,2005,1460.0
Colombia,Dominican Republic,2005,4593.0
Costa Rica,Dominican Republic,2005,1097.0
Cuba,Dominican Republic,2005,6008.0
Ecuador,Dominican Republic,2005,859.0
El Salvador,Dominican Republic,2005,351.0
Guatemala,Dominican Republic,2005,495.0
Haiti,Dominican Republic,2005,271273.0
Honduras,Dominican Republic,2005,467.0
Mexico,Dominican Republic,2005,1777.0
Nicaragua,Dominican Republic,2005,393.0
Panama,Dominican Republic,2005,788.0
Paraguay,Dominican Republic,2005,50.0
Peru,Dominican Republic,2005,1899.0
United States of America,Dominican Republic,2005,17858.0
Uruguay,Dominican Republic,2005,1083.0
Venezuela (Bolivarian Republic of),Dominican Republic,2005,11299.0
Trinidad and Tobago,Dominican Republic,2005,72.0
Jamaica,Dominican Republic,2005,321.0
Suriname,Dominican Republic,2005,76.0
Dominica,Dominican Republic,2005,22.0
Antigua and Barbuda,Dominican Republic,2005,248.0
Bahamas,Dominican Republic,2005,74.0
Saint Kitts and Nevis,Dominican Republic,2005,112.0
Canada,Dominican Republic,2005,2761.0
Guyana,Dominican Republic,2005,39.0
Argentina,Ecuador,2005,2643.0
Bolivia (Plurinational State of),Ecuador,2005,748.0
Brazil,Ecuador,2005,1299.0
Chile,Ecuador,2005,5551.0
Colombia,Ecuador,2005,93022.0
Costa Rica,Ecuador,2005,459.0
Cuba,Ecuador,2005,1466.0
Dominican Republic,Ecuador,2005,173.0
El Salvador,Ecuador,2005,256.0
Guatemala,Ecuador,2005,211.0
Haiti,Ecuador,2005,47.0
Honduras,Ecuador,2005,230.0
Mexico,Ecuador,2005,1106.0
Nicaragua,Ecuador,2005,192.0
Panama,Ecuador,2005,472.0
Paraguay,Ecuador,2005,119.0
Peru,Ecuador,2005,6708.0
United States of America,Ecuador,2005,13118.0
Uruguay,Ecuador,2005,469.0
Venezuela (Bolivarian Republic of),Ecuador,2005,4357.0
Trinidad and Tobago,Ecuador,2005,22.0
Jamaica,Ecuador,2005,19.0
Bahamas,Ecuador,2005,24.0
Canada,Ecuador,2005,1146.0
Argentina,El Salvador,2005,187.0
Bolivia (Plurinational State of),El Salvador,2005,48.0
Brazil,El Salvador,2005,215.0
Chile,El Salvador,2005,214.0
Colombia,El Salvador,2005,458.0
Costa Rica,El Salvador,2005,829.0
Cuba,El Salvador,2005,102.0
Dominican Republic,El Salvador,2005,56.0
Ecuador,El Salvador,2005,108.0
Guatemala,El Salvador,2005,7367.0
Honduras,El Salvador,2005,10362.0
Mexico,El Salvador,2005,1541.0
Nicaragua,El Salvador,2005,6024.0
Panama,El Salvador,2005,394.0
Paraguay,El Salvador,2005,13.0
Peru,El Salvador,2005,198.0
United States of America,El Salvador,2005,4871.0
Uruguay,El Salvador,2005,70.0
Venezuela (Bolivarian Republic of),El Salvador,2005,206.0
Barbados,El Salvador,2005,37.0
Jamaica,El Salvador,2005,10.0
Canada,El Salvador,2005,242.0
Belize,El Salvador,2005,272.0
Argentina,Guatemala,2005,416.0
Bolivia (Plurinational State of),Guatemala,2005,102.0
Brazil,Guatemala,2005,180.0
Chile,Guatemala,2005,227.0
Colombia,Guatemala,2005,868.0
Costa Rica,Guatemala,2005,872.0
Cuba,Guatemala,2005,496.0
Dominican Republic,Guatemala,2005,82.0
Ecuador,Guatemala,2005,125.0
El Salvador,Guatemala,2005,14364.0
Haiti,Guatemala,2005,11.0
Honduras,Guatemala,2005,6294.0
Mexico,Guatemala,2005,13160.0
Nicaragua,Guatemala,2005,6424.0
Panama,Guatemala,2005,226.0
Paraguay,Guatemala,2005,45.0
Peru,Guatemala,2005,343.0
United States of America,Guatemala,2005,6473.0
Uruguay,Guatemala,2005,106.0
Venezuela (Bolivarian Republic of),Guatemala,2005,211.0
Canada,Guatemala,2005,298.0
Belize,Guatemala,2005,688.0
Argentina,Haiti,2005,743.0
Chile,Haiti,2005,532.0
Colombia,Haiti,2005,1322.0
Costa Rica,Haiti,2005,437.0
Cuba,Haiti,2005,1921.0
Dominican Republic,Haiti,2005,3842.0
Mexico,Haiti,2005,489.0
Peru,Haiti,2005,561.0
United States of America,Haiti,2005,2566.0
Uruguay,Haiti,2005,458.0
Venezuela (Bolivarian Republic of),Haiti,2005,4007.0
Canada,Haiti,2005,1003.0
Argentina,Honduras,2005,139.0
Bolivia (Plurinational State of),Honduras,2005,108.0
Brazil,Honduras,2005,173.0
Chile,Honduras,2005,226.0
Colombia,Honduras,2005,631.0
Costa Rica,Honduras,2005,626.0
Cuba,Honduras,2005,446.0
Dominican Republic,Honduras,2005,99.0
Ecuador,Honduras,2005,335.0
El Salvador,Honduras,2005,6439.0
Guatemala,Honduras,2005,3351.0
Haiti,Honduras,2005,32.0
Mexico,Honduras,2005,1140.0
Nicaragua,Honduras,2005,5649.0
Panama,Honduras,2005,290.0
Paraguay,Honduras,2005,26.0
Peru,Honduras,2005,280.0
United States of America,Honduras,2005,4946.0
Uruguay,Honduras,2005,49.0
Venezuela (Bolivarian Republic of),Honduras,2005,73.0
Jamaica,Honduras,2005,20.0
Canada,Honduras,2005,254.0
Belize,Honduras,2005,266.0
Argentina,Mexico,2005,9828.0
Bolivia (Plurinational State of),Mexico,2005,1888.0
Brazil,Mexico,2005,3744.0
Chile,Mexico,2005,5175.0
Colombia,Mexico,2005,9403.0
Costa Rica,Mexico,2005,2669.0
Cuba,Mexico,2005,9021.0
Dominican Republic,Mexico,2005,1324.0
Ecuador,Mexico,2005,1880.0
El Salvador,Mexico,2005,6923.0
Guatemala,Mexico,2005,29322.0
Haiti,Mexico,2005,602.0
Honduras,Mexico,2005,6702.0
Nicaragua,Mexico,2005,3434.0
Panama,Mexico,2005,1966.0
Paraguay,Mexico,2005,394.0
Peru,Mexico,2005,5371.0
United States of America,Mexico,2005,520053.0
Uruguay,Mexico,2005,2049.0
Venezuela (Bolivarian Republic of),Mexico,2005,6526.0
Trinidad and Tobago,Mexico,2005,32.0
Jamaica,Mexico,2005,116.0
Canada,Mexico,2005,8248.0
Belize,Mexico,2005,1847.0
Argentina,Nicaragua,2005,235.0
Bolivia (Plurinational State of),Nicaragua,2005,57.0
Brazil,Nicaragua,2005,107.0
Chile,Nicaragua,2005,110.0
Colombia,Nicaragua,2005,389.0
Costa Rica,Nicaragua,2005,9343.0
Cuba,Nicaragua,2005,817.0
Dominican Republic,Nicaragua,2005,60.0
Ecuador,Nicaragua,2005,97.0
El Salvador,Nicaragua,2005,2121.0
Guatemala,Nicaragua,2005,1529.0
Haiti,Nicaragua,2005,21.0
Honduras,Nicaragua,2005,10745.0
Mexico,Nicaragua,2005,735.0
Panama,Nicaragua,2005,352.0
Peru,Nicaragua,2005,199.0
United States of America,Nicaragua,2005,3085.0
Uruguay,Nicaragua,2005,34.0
Venezuela (Bolivarian Republic of),Nicaragua,2005,139.0
Jamaica,Nicaragua,2005,18.0
Antigua and Barbuda,Nicaragua,2005,104.0
Bahamas,Nicaragua,2005,73.0
Canada,Nicaragua,2005,219.0
Belize,Nicaragua,2005,22.0
Argentina,Panama,2005,1449.0
Bolivia (Plurinational State of),Panama,2005,280.0
Brazil,Panama,2005,1223.0
Chile,Panama,2005,1271.0
Colombia,Panama,2005,33463.0
Costa Rica,Panama,2005,5500.0
Cuba,Panama,2005,1993.0
Dominican Republic,Panama,2005,6227.0
Ecuador,Panama,2005,2037.0
El Salvador,Panama,2005,2333.0
Guatemala,Panama,2005,960.0
Haiti,Panama,2005,371.0
Honduras,Panama,2005,1034.0
Mexico,Panama,2005,3152.0
Nicaragua,Panama,2005,7775.0
Paraguay,Panama,2005,67.0
Peru,Panama,2005,3101.0
United States of America,Panama,2005,8384.0
Uruguay,Panama,2005,445.0
Venezuela (Bolivarian Republic of),Panama,2005,4592.0
Barbados,Panama,2005,36.0
Trinidad and Tobago,Panama,2005,71.0
Jamaica,Panama,2005,559.0
Grenada,Panama,2005,11.0
Dominica,Panama,2005,35.0
Canada,Panama,2005,966.0
Belize,Panama,2005,77.0
Guyana,Panama,2005,36.0
Argentina,Paraguay,2005,61353.0
Bolivia (Plurinational State of),Paraguay,2005,1086.0
Brazil,Paraguay,2005,79266.0
Chile,Paraguay,2005,2269.0
Mexico,Paraguay,2005,1727.0
United States of America,Paraguay,2005,1696.0
Uruguay,Paraguay,2005,3146.0
Canada,Paraguay,2005,2453.0
Argentina,Peru,2005,9688.0
Bolivia (Plurinational State of),Peru,2005,4883.0
Brazil,Peru,2005,4147.0
Chile,Peru,2005,6129.0
Colombia,Peru,2005,5066.0
Costa Rica,Peru,2005,288.0
Cuba,Peru,2005,773.0
Dominican Republic,Peru,2005,155.0
Ecuador,Peru,2005,3405.0
El Salvador,Peru,2005,93.0
Guatemala,Peru,2005,140.0
Haiti,Peru,2005,43.0
Honduras,Peru,2005,142.0
Mexico,Peru,2005,1273.0
Nicaragua,Peru,2005,138.0
Panama,Peru,2005,295.0
Paraguay,Peru,2005,466.0
United States of America,Peru,2005,8408.0
Uruguay,Peru,2005,523.0
Venezuela (Bolivarian Republic of),Peru,2005,2763.0
Saint Vincent and the Grenadines,Peru,2005,20.0
Canada,Peru,2005,1045.0
Argentina,United States of America,2005,148392.0
Bolivia (Plurinational State of),United States of America,2005,64764.0
Brazil,United States of America,2005,272297.0
Chile,United States of America,2005,85360.0
Colombia,United States of America,2005,564430.0
Costa Rica,United States of America,2005,78555.0
Cuba,United States of America,2005,932172.0
Dominican Republic,United States of America,2005,740302.0
Ecuador,United States of America,2005,353988.0
El Salvador,United States of America,2005,969458.0
Guatemala,United States of America,2005,625039.0
Haiti,United States of America,2005,477776.0
Honduras,United States of America,2005,372898.0
Mexico,United States of America,2005,1.0309054E7
Nicaragua,United States of America,2005,229520.0
Panama,United States of America,2005,103068.0
Paraguay,United States of America,2005,20737.0
Peru,United States of America,2005,340722.0
Uruguay,United States of America,2005,36900.0
Venezuela (Bolivarian Republic of),United States of America,2005,138645.0
Barbados,United States of America,2005,52145.0
Trinidad and Tobago,United States of America,2005,211656.0
Jamaica,United States of America,2005,594197.0
Grenada,United States of America,2005,30022.0
Suriname,United States of America,2005,9656.0
Dominica,United States of America,2005,24557.0
Saint Lucia,United States of America,2005,16098.0
Antigua and Barbuda,United States of America,2005,21812.0
Saint Vincent and the Grenadines,United States of America,2005,20326.0
Bahamas,United States of America,2005,28259.0
Saint Kitts and Nevis,United States of America,2005,13158.0
Canada,United States of America,2005,818370.0
Belize,United States of America,2005,43087.0
Guyana,United States of America,2005,230099.0
Argentina,Uruguay,2005,22181.0
Brazil,Uruguay,2005,11246.0
Chile,Uruguay,2005,1430.0
Mexico,Uruguay,2005,553.0
Paraguay,Uruguay,2005,1300.0
Peru,Uruguay,2005,339.0
United States of America,Uruguay,2005,1250.0
Venezuela (Bolivarian Republic of),Uruguay,2005,587.0
Canada,Uruguay,2005,329.0
Argentina,Venezuela (Bolivarian Republic of),2005,9078.0
Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),2005,1864.0
Brazil,Venezuela (Bolivarian Republic of),2005,5214.0
Chile,Venezuela (Bolivarian Republic of),2005,15347.0
Colombia,Venezuela (Bolivarian Republic of),2005,666380.0
Costa Rica,Venezuela (Bolivarian Republic of),2005,1142.0
Cuba,Venezuela (Bolivarian Republic of),2005,10372.0
Dominican Republic,Venezuela (Bolivarian Republic of),2005,14286.0
Ecuador,Venezuela (Bolivarian Republic of),2005,31597.0
El Salvador,Venezuela (Bolivarian Republic of),2005,937.0
Guatemala,Venezuela (Bolivarian Republic of),2005,425.0
Haiti,Venezuela (Bolivarian Republic of),2005,1750.0
Honduras,Venezuela (Bolivarian Republic of),2005,299.0
Mexico,Venezuela (Bolivarian Republic of),2005,3344.0
Nicaragua,Venezuela (Bolivarian Republic of),2005,1953.0
Panama,Venezuela (Bolivarian Republic of),2005,925.0
Paraguay,Venezuela (Bolivarian Republic of),2005,226.0
Peru,Venezuela (Bolivarian Republic of),2005,39846.0
United States of America,Venezuela (Bolivarian Republic of),2005,10445.0
Uruguay,Venezuela (Bolivarian Republic of),2005,4672.0
Barbados,Venezuela (Bolivarian Republic of),2005,43.0
Trinidad and Tobago,Venezuela (Bolivarian Republic of),2005,2746.0
